"","TimeStampEpoch","Symbol","OrderPrice"
"3709",1673015336136695808,"NQGAH",73.37
"3710",1673015336136715520,"OOOTO",69.44
"3711",1673015336141334784,"OA14Y",61.63
"3712",1673015336146706944,"NQGAH",73.34
"3713",1673015336146724864,"OA14Y",61.61
"3714",1673015336147049984,"J7U99",1.57
"3715",1673015336147061248,"J7U99",1.57
"3716",1673015336147066624,"5O7XM",1.53
"3717",1673015336147087872,"5O7XM",1.53
"3718",1673015336147140608,"5O7XM",1.45
"3719",1673015336147146752,"J7U99",1.49
"3720",1673015336147154176,"5O7XM",1.45
"3721",1673015336147159552,"J7U99",1.48
"3722",1673015336187504640,"Y3SCQ",35.98
"3723",1673015336187523072,"GIJQX",65.42
"3724",1673015336187553792,"Y3SCQ",179.88
"3725",1673015336207439360,"J7U99",1.49
"3726",1673015336207457280,"5O7XM",1.45
"3727",1673015336207464448,"J7U99",1.56
"3728",1673015336207484160,"5O7XM",1.53
"3729",1673015336207869440,"5O7XM",1.46
"3730",1673015336207881216,"5O7XM",1.52
"3731",1673015336208054784,"J7U99",1.49
"3732",1673015336208073216,"J7U99",1.56
"3733",1673015336232583936,"DG1L5",9.84
"3734",1673015336286310656,"5O7XM",1.45
"3735",1673015336286340864,"5O7XM",1.45
"3736",1673015336286348288,"J7U99",1.49
"3737",1673015336286361088,"J7U99",1.57
"3738",1673015336286382336,"J7U99",1.48
"3739",1673015336286398720,"5O7XM",1.53
"3740",1673015336286413824,"5O7XM",1.53
"3741",1673015336286420480,"J7U99",1.57
"3742",1673015336372766720,"J7U99",1.49
"3743",1673015336372787712,"J7U99",1.56
"3744",1673015336372901120,"J7U99",1.48
"3745",1673015336372951296,"J7U99",1.57
"3746",1673015336373698560,"5O7XM",1.45
"3747",1673015336373713664,"5O7XM",1.46
"3748",1673015336373730816,"5O7XM",1.53
"3749",1673015336373771520,"5O7XM",1.52
"3750",1673015336548834304,"KIVN0",105.57
"3751",1673015336631376640,"Y3SCQ",35.99
"3752",1673015336631397888,"Y3SCQ",179.92
"3753",1673015336643007744,"Y3SCQ",179.88
"3754",1673015336643017216,"Y3SCQ",35.98
"3755",1673015336785028608,"5O7XM",1.53
"3756",1673015336785043456,"J7U99",1.57
"3757",1673015336785047552,"5O7XM",1.53
"3758",1673015336785055232,"J7U99",1.57
"3759",1673015336785071360,"5O7XM",1.46
"3760",1673015336785078016,"J7U99",1.49
"3761",1673015336785094144,"5O7XM",1.45
"3762",1673015336785153280,"J7U99",1.49
"3763",1673015336793991424,"P29R0",74.98
"3764",1673015336794114048,"RKG2T",13.89
"3765",1673015336794137088,"Z5HII",49.38
"3766",1673015336794209280,"QGY3D",52.37
"3767",1673015336794300160,"QGY3D",52.18
"3768",1673015336794496000,"D30SM",103.66
"3769",1673015336794580992,"D30SM",99.34
"3770",1673015336794586112,"Z5HII",246.75
"3771",1673015336794707200,"OSFG6",11.94
"3772",1673015336794944000,"3PM7N",61.58
"3773",1673015336795345408,"E4EMY",9.07
"3774",1673015336834418688,"QGY3D",52.38
"3775",1673015336834713344,"OSFG6",11.94
"3776",1673015336835642368,"5O7XM",1.53
"3777",1673015336835650560,"J7U99",1.56
"3778",1673015336835735552,"5O7XM",1.52
"3779",1673015336835881984,"J7U99",1.56
"3780",1673015336853310720,"D30SM",99.37
"3781",1673015336853674240,"E4EMY",9.07
"3782",1673015336854780416,"D30SM",99.34
"3783",1673015336855311616,"E4EMY",9.07
"3784",1673015336863186432,"OA14Y",61.63
"3785",1673015336865287168,"DG1L5",9.84
"3786",1673015336865349632,"DG1L5",9.84
"3787",1673015336874426880,"P29R0",29.92
"3788",1673015336875851520,"DFSR3",11.94
"3789",1673015336894482944,"QGY3D",52.37
"3790",1673015336894789376,"OSFG6",11.94
"3791",1673015336923391488,"Z5HII",243.58
"3792",1673015336923422720,"Z5HII",48.72
"3793",1673015336955603456,"OOOTO",69.46
"3794",1673015336974712064,"Z5HII",48.73
"3795",1673015336975089664,"Z5HII",243.62
"3796",1673015337081495040,"OOOTO",69.44
"3797",1673015337157053440,"D30SM",103.71
"3798",1673015337157069824,"NQGAH",76.71
"3799",1673015337228473856,"D30SM",103.66
"3800",1673015337228480256,"NQGAH",76.66
"3801",1673015337256063488,"DFSR3",11.95
"3802",1673015337316372992,"DFSR3",11.94
"3803",1673015337331725312,"J7U99",1.49
"3804",1673015337331731200,"5O7XM",1.45
"3805",1673015337331740672,"5O7XM",1.45
"3806",1673015337331751680,"J7U99",1.48
"3807",1673015337331800064,"5O7XM",1.53
"3808",1673015337331808000,"J7U99",1.57
"3809",1673015337331821056,"5O7XM",1.53
"3810",1673015337331828736,"J7U99",1.57
"3811",1673015337335066880,"N06BZ",108.42
"3812",1673015337335737344,"N06BZ",108.44
"3813",1673015337385327616,"J7U99",1.49
"3814",1673015337385350144,"5O7XM",1.45
"3815",1673015337385355776,"J7U99",1.56
"3816",1673015337385369600,"5O7XM",1.53
"3817",1673015337385731840,"5O7XM",1.46
"3818",1673015337385745408,"5O7XM",1.52
"3819",1673015337385914368,"J7U99",1.48
"3820",1673015337385936384,"J7U99",1.57
"3821",1673015337415835904,"9S971",124.11
"3822",1673015337746735616,"DG1L5",9.82
"3823",1673015337820219392,"D30SM",103.63
"3824",1673015337820224000,"NQGAH",76.63
"3825",1673015337820224512,"OOOTO",71.83
"3826",1673015337820829440,"OA14Y",63.8
"3827",1673015337825290752,"NQGAH",76.66
"3828",1673015337825303040,"D30SM",103.66
"3829",1673015337825322496,"OA14Y",63.83
"3830",1673015337825346048,"OOOTO",71.85
"3831",1673015337885662976,"D30SM",99.37
"3832",1673015337885668352,"NQGAH",73.37
"3833",1673015337885744384,"D30SM",99.34
"3834",1673015337885751040,"NQGAH",73.34
"3835",1673015337996164608,"JU3VN",27.35
"3836",1673015337996237312,"QGY3D",36.53
"3837",1673015337996609280,"WOZ4H",41.96
"3838",1673015337996653056,"N06BZ",108.11
"3839",1673015338006505984,"SXUH7",61.51
"3840",1673015338006520320,"R6NO3",54.32
"3841",1673015338058425344,"DFSR3",11.95
"3842",1673015338077793792,"N06BZ",108.42
"3843",1673015338078390016,"WOZ4H",41.98
"3844",1673015338078407936,"SXUH7",61.54
"3845",1673015338097830656,"N06BZ",108.44
"3846",1673015338098383872,"WOZ4H",41.96
"3847",1673015338123306240,"QGY3D",36.66
"3848",1673015338123398400,"P29R0",29.99
"3849",1.673015338174e+18,"OA14Y",63.8
"3850",1673015338174005760,"NQGAH",76.63
"3851",1673015338174022656,"OOOTO",71.83
"3852",1673015338174033408,"D30SM",103.63
"3853",1673015338178351616,"D30SM",103.66
"3854",1673015338178356480,"NQGAH",76.66
"3855",1673015338178364160,"OOOTO",71.85
"3856",1673015338178370560,"OA14Y",63.83
"3857",1673015338249590016,"SXUH7",61.49
"3858",1673015338249623552,"R6NO3",54.27
"3859",1673015338249711360,"MSBQE",45.73
"3860",1673015338253343744,"XKOBH",99.95
"3861",1673015338261036544,"N06BZ",108.42
"3862",1673015338261040128,"XKOBH",100.27
"3863",1673015338312340480,"SXUH7",61.51
"3864",1673015338312421376,"R6NO3",54.29
"3865",1673015338330941184,"OOOTO",69.46
"3866",1673015338366686208,"DG1L5",9.84
"3867",1673015338399240960,"MSBQE",45.76
"3868",1673015338449416704,"XKOBH",100.28
"3869",1673015338449437184,"N06BZ",108.44
"3870",1673015338449462272,"XKOBH",99.97
"3871",1673015338699634688,"N06BZ",108.42
"3872",1673015338700198912,"WOZ4H",41.98
"3873",1673015338749504512,"OOOTO",71.83
"3874",1673015338752369920,"OOOTO",71.85
"3875",1673015338755312384,"XKOBH",100.27
"3876",1673015338755469056,"XKOBH",99.95
"3877",1673015338767263232,"XKOBH",100.28
"3878",1673015338836295680,"XKOBH",100.27
"3879",1673015339092461056,"NQGAH",76.71
"3880",1673015339092472832,"D30SM",103.71
"3881",1673015339131179008,"HVR6B",35.81
"3882",1673015339277266944,"QGY3D",52.17
"3883",1673015339277750272,"WOZ4H",41.96
"3884",1673015339277844992,"P29R0",29.91
"3885",1673015339354897408,"JU3VN",27.48
"3886",1673015339397830400,"P29R0",74.98
"3887",1673015339461843968,"P29R0",29.92
"3888",1673015339463105536,"E4EMY",9.07
"3889",1673015339493819392,"OOOTO",71.88
"3890",1673015339493835776,"OA14Y",63.85
"3891",1673015339494105088,"OA14Y",61.66
"3892",1673015339496418816,"XKOBH",100.25
"3893",1673015339496476160,"N06BZ",108.1
"3894",1673015339496526848,"N06BZ",108.41
"3895",1673015339496714752,"N06BZ",108.42
"3896",1673015339496727552,"XKOBH",100.27
"3897",1673015339502582016,"OSFG6",11.94
"3898",1673015339539256064,"QGY3D",52.18
"3899",1673015339562346240,"RKG2T",13.89
"3900",1673015339562396416,"N06BZ",108.11
"3901",1673015339562437120,"P29R0",74.98
"3902",1673015339602683392,"D30SM",103.73
"3903",1673015339616208896,"P29R0",29.99
"3904",1673015339881230336,"OA14Y",63.83
"3905",1673015339881231616,"D30SM",103.68
"3906",1673015339881238016,"NQGAH",76.68
"3907",1673015339881259520,"OOOTO",71.85
"3908",1673015339881405184,"D30SM",103.73
"3909",1673015339881519360,"OA14Y",63.85
"3910",1673015339881523712,"NQGAH",76.71
"3911",1673015339881554432,"OOOTO",71.88
"3912",1673015339881570816,"OOOTO",69.49
"3913",1673015339881636352,"D30SM",99.37
"3914",1673015339886065152,"OOOTO",69.46
"3915",1673015339886066944,"D30SM",99.34
"3916",1673015339891569152,"DG1L5",10.19
"3917",1673015339897075200,"DG1L5",10.2
"3918",1673015339934691584,"NQGAH",73.37
"3919",1673015339938752256,"D30SM",99.37
"3920",1673015339938981888,"OOOTO",69.49
"3921",1673015339939830784,"NQGAH",73.34
"3922",1673015339939878656,"D30SM",99.34
"3923",1673015339940966144,"XKOBH",99.97
"3924",1673015339942056704,"WOZ4H",41.98
"3925",1673015339947811328,"OA14Y",63.83
"3926",1673015339947811584,"D30SM",103.68
"3927",1673015339947821824,"NQGAH",76.68
"3928",1673015339947850240,"DG1L5",10.19
"3929",1673015339947855872,"OOOTO",71.85
"3930",1673015339951903744,"D30SM",103.73
"3931",1673015339951906560,"OA14Y",63.85
"3932",1673015339951909120,"NQGAH",76.71
"3933",1673015339951936512,"OOOTO",71.88
"3934",1673015340024395264,"HVR6B",35.82
"3935",1673015340024483584,"OA14Y",63.83
"3936",1673015340024512256,"OA14Y",61.68
"3937",1673015340024717056,"D30SM",99.41
"3938",1673015340024829952,"OOOTO",69.51
"3939",1673015340024841984,"D30SM",103.59
"3940",1673015340024881152,"OOOTO",71.83
"3941",1673015340025169920,"NQGAH",73.39
"3942",1673015340025202944,"NQGAH",76.61
"3943",1673015340047639552,"JU3VN",27.48
"3944",1673015340047642880,"QGY3D",36.67
"3945",1673015340048683520,"P29R0",74.99
"3946",1673015340049297664,"JU3VN",3.91
"3947",1673015340049300992,"QGY3D",5.22
"3948",1673015340052288000,"P29R0",74.79
"3949",1673015340054114560,"XKOBH",100.28
"3950",1673015340054147840,"N06BZ",108.44
"3951",1673015340056518400,"JU3VN",89.87
"3952",1673015340084552192,"OA14Y",63.8
"3953",1673015340085327360,"DG1L5",9.83
"3954",1673015340087969280,"WOZ4H",41.96
"3955",1673015340103633664,"P29R0",74.98
"3956",1673015340105059328,"XKOBH",100.27
"3957",1673015340119464448,"N06BZ",108.11
"3958",1673015340119517440,"N06BZ",108.42
"3959",1673015340123700480,"P29R0",29.92
"3960",1673015340124167680,"D30SM",99.41
"3961",1673015340124242432,"JU3VN",117.22
"3962",1673015340125040896,"XKOBH",99.95
"3963",1673015340136303616,"P29R0",74.99
"3964",1673015340136407040,"N06BZ",108.44
"3965",1673015340136418560,"XKOBH",100.28
"3966",1673015340139951360,"XKOBH",99.97
"3967",1673015340164618752,"WOZ4H",41.98
"3968",1673015340187105536,"N06BZ",108.42
"3969",1673015340222589184,"Z5HII",246.79
"3970",1673015340222600192,"Z5HII",49.39
"3971",1673015340226152960,"Z5HII",48.72
"3972",1673015340226171136,"Z5HII",243.58
"3973",1673015340234800128,"1H2XW",133.54
"3974",1673015340235295232,"Y3SCQ",36.49
"3975",1673015340235313664,"Y3SCQ",182.56
"3976",1673015340241715712,"1NTNT",14.45
"3977",1673015340241737984,"1NTNT",14.45
"3978",1673015340241749760,"1NTNT",14.45
"3979",1673015340322556416,"DG1L5",9.83
"3980",1673015340325922560,"N06BZ",108.12
"3981",1673015340400154880,"JU3VN",89.87
"3982",1673015340400693248,"JU3VN",27.36
"3983",1673015340400790016,"P29R0",29.92
"3984",1673015340401033216,"N06BZ",108.44
"3985",1673015340401046784,"3PM7N",61.59
"3986",1673015340405038592,"JU3VN",89.87
"3987",1673015340405117952,"P29R0",29.92
"3988",1673015340495049216,"OOOTO",71.8
"3989",1673015340495060992,"OA14Y",63.78
"3990",1673015340500221440,"3PM7N",61.58
"3991",1673015340500286720,"N06BZ",108.42
"3992",1673015340513297920,"5O7XM",1.53
"3993",1673015340513320960,"5O7XM",1.53
"3994",1673015340513341952,"J7U99",1.57
"3995",1673015340513359872,"J7U99",1.57
"3996",1673015340513374976,"5O7XM",1.45
"3997",1673015340513385984,"J7U99",1.49
"3998",1673015340513418240,"5O7XM",1.45
"3999",1673015340513425408,"J7U99",1.49
"4000",1673015340525053952,"N06BZ",108.44
"4001",1673015340525857280,"OA14Y",63.8
"4002",1673015340531501568,"DG1L5",10.19
"4003",1673015340564956416,"J7U99",1.56
"4004",1673015340565045760,"J7U99",1.56
"4005",1673015340565688064,"5O7XM",1.45
"4006",1673015340565706752,"5O7XM",1.53
"4007",1673015340565719040,"5O7XM",1.46
"4008",1673015340565916672,"5O7XM",1.52
"4009",1673015340585279744,"N06BZ",108.42
"4010",1673015340586059264,"OA14Y",63.78
"4011",1673015340608212992,"DG1L5",9.83
"4012",1673015340609474048,"OOOTO",69.49
"4013",1673015340610693376,"DG1L5",9.82
"4014",1673015340618519040,"Y3SCQ",36.48
"4015",1673015340618532352,"Y3SCQ",182.52
"4016",1673015340618550784,"OA14Y",63.8
"4017",1673015340628527360,"HVR6B",36.81
"4018",1673015340634662400,"HVR6B",36.83
"4019",1673015340650699520,"P29R0",74.8
"4020",1673015340653026816,"P29R0",29.92
"4021",1673015340653238784,"P29R0",74.98
"4022",1673015340654154752,"N06BZ",108.11
"4023",1673015340695369984,"OA14Y",63.78
"4024",1673015340703129600,"OA14Y",63.8
"4025",1673015340725755904,"DG1L5",9.83
"4026",1673015340781845504,"OOOTO",71.83
"4027",1673015340810813952,"OA14Y",63.83
"4028",1673015340818310656,"KIVN0",105.49
"4029",1673015340819499776,"1NTNT",14.46
"4030",1673015340819581952,"1NTNT",14.45
"4031",1673015340962809856,"DG1L5",9.83
"4032",1673015340987249152,"KIVN0",105.53
"4033",1673015341010688256,"3PM7N",61.59
"4034",1673015341010744832,"N06BZ",108.44
"4035",1673015341011052032,"N06BZ",108.12
"4036",1673015341011679744,"P29R0",74.99
"4037",1673015341034296064,"DG1L5",9.83
"4038",1673015341034329088,"OA14Y",63.8
"4039",1673015341034333440,"NQGAH",76.59
"4040",1673015341034350080,"OOOTO",69.51
"4041",1673015341034353152,"NQGAH",73.41
"4042",1673015341034385920,"D30SM",99.44
"4043",1673015341034418944,"DG1L5",10.16
"4044",1673015341034442240,"D30SM",103.56
"4045",1673015341059790336,"N06BZ",108.11
"4046",1673015341071101696,"OA14Y",61.71
"4047",1673015341071152640,"OOOTO",71.8
"4048",1673015341072862208,"1H2XW",133.58
"4049",1673015341106604544,"P29R0",74.98
"4050",1673015341106744576,"N06BZ",108.42
"4051",1673015341107036416,"D30SM",100.05
"4052",1673015341107055360,"D30SM",102.9
"4053",1673015341107262464,"NQGAH",73.85
"4054",1673015341107302144,"NQGAH",76.1
"4055",1673015341107429120,"DG1L5",9.86
"4056",1673015341107553792,"OA14Y",63.63
"4057",1673015341107642880,"3PM7N",61.58
"4058",1673015341107825920,"OOOTO",69.68
"4059",1673015341127685632,"OA14Y",61.83
"4060",1673015341127926016,"OOOTO",71.63
"4061",1673015341171922432,"QGY3D",52.37
"4062",1673015341175586560,"HVR6B",36.81
"4063",1673015341187601920,"DG1L5",10.16
"4064",1673015341214909440,"KIVN0",107.16
"4065",1673015341214931968,"KIVN0",105.61
"4066",1673015341215019520,"KIVN0",105.53
"4067",1673015341215042048,"KIVN0",107.2
"4068",1673015341239983360,"OA14Y",63.66
"4069",1673015341246952704,"RKG2T",13.89
"4070",1673015341247196416,"N06BZ",108.44
"4071",1673015341248229888,"HVR6B",35.81
"4072",1673015341248246016,"HVR6B",36.83
"4073",1673015341248499456,"DG1L5",9.87
"4074",1673015341267571712,"OSFG6",11.94
"4075",1673015341277675520,"QGY3D",36.66
"4076",1673015341287724544,"OSFG6",11.94
"4077",1673015341307076864,"RKG2T",13.89
"4078",1673015341310867200,"5O7XM",1.45
"4079",1673015341310873344,"J7U99",1.49
"4080",1673015341310877440,"5O7XM",1.45
"4081",1673015341310882816,"J7U99",1.48
"4082",1673015341310906880,"5O7XM",1.53
"4083",1673015341310945536,"5O7XM",1.53
"4084",1673015341310950144,"J7U99",1.57
"4085",1673015341310958592,"J7U99",1.57
"4086",1673015341327200768,"RKG2T",13.89
"4087",1673015341342925312,"OA14Y",63.63
"4088",1673015341367305728,"J7U99",1.49
"4089",1673015341367322112,"J7U99",1.56
"4090",1673015341367424256,"J7U99",1.48
"4091",1673015341367447040,"J7U99",1.57
"4092",1673015341368072192,"5O7XM",1.45
"4093",1673015341368112128,"5O7XM",1.53
"4094",1673015341368169984,"5O7XM",1.46
"4095",1673015341368236544,"5O7XM",1.52
"4096",1673015341407358464,"RKG2T",13.89
"4097",1673015341451258880,"OOOTO",71.61
"4098",1673015341451261952,"OA14Y",63.61
"4099",1673015341527985152,"N06BZ",108.42
"4100",1.673015341529e+18,"HVR6B",35.82
"4101",1673015341529023744,"HVR6B",36.81
"4102",1673015341636697344,"1NTNT",14.46
"4103",1673015341788538880,"RKG2T",13.89
"4104",1673015341788767744,"N06BZ",108.44
"4105",1673015341789472256,"OA14Y",63.63
"4106",1673015341789779456,"HVR6B",35.81
"4107",1673015341789796864,"HVR6B",36.83
"4108",1673015341848692736,"RKG2T",13.89
"4109",1673015341848920320,"N06BZ",108.42
"4110",1673015341849784320,"OA14Y",63.61
"4111",1673015341850009600,"HVR6B",36.81
"4112",1673015341850049280,"HVR6B",35.82
"4113",1673015341878829568,"1H2XW",133.54
"4114",1673015341901135360,"OOOTO",71.63
"4115",1673015341901161984,"OA14Y",63.63
"4116",1673015341920084992,"XKOBH",100.27
"4117",1673015341928878080,"1H2XW",133.58
"4118",1673015341942188800,"OOOTO",69.66
"4119",1673015341983029760,"OA14Y",61.8
"4120",1673015342015352064,"XKOBH",100.28
"4121",1673015342039604736,"OOOTO",71.61
"4122",1673015342039611136,"NQGAH",76.07
"4123",1673015342039616256,"OA14Y",63.61
"4124",1673015342039618560,"D30SM",102.85
"4125",1673015342076187648,"NQGAH",73.88
"4126",1673015342089892096,"D30SM",102.83
"4127",1673015342090099712,"NQGAH",76.05
"4128",1673015342090678272,"XKOBH",100.27
"4129",1673015342111679744,"1NTNT",14.46
"4130",1673015342111718656,"KIVN0",105.61
"4131",1673015342111730944,"1NTNT",14.46
"4132",1673015342115362816,"D30SM",100.1
"4133",1673015342115393536,"OA14Y",61.83
"4134",1673015342115457280,"OOOTO",69.68
"4135",1673015342115502080,"OOOTO",71.59
"4136",1673015342130258944,"NQGAH",73.93
"4137",1673015342142069760,"KIVN0",105.57
"4138",1673015342142102528,"1NTNT",14.45
"4139",1673015342142112000,"1NTNT",14.45
"4140",1673015342142124032,"1NTNT",14.45
"4141",1673015342152402944,"D30SM",102.8
"4142",1673015342152418560,"NQGAH",76.02
"4143",1673015342153127936,"DG1L5",9.87
"4144",1673015342166572800,"D30SM",100.12
"4145",1673015342166921728,"OOOTO",71.61
"4146",1673015342190011392,"RKG2T",13.89
"4147",1673015342202730496,"NQGAH",76
"4148",1673015342202751744,"D30SM",102.78
"4149",1673015342212303616,"1NTNT",14.46
"4150",1673015342212440064,"1NTNT",14.46
"4151",1673015342212937984,"KIVN0",105.61
"4152",1673015342212948992,"1NTNT",14.46
"4153",1673015342250371840,"D30SM",100.15
"4154",1673015342251424768,"OOOTO",71.59
"4155",1673015342297388032,"QGY3D",52.17
"4156",1673015342297586688,"XKOBH",99.95
"4157",1673015342297795072,"WOZ4H",41.96
"4158",1673015342331439616,"HVR6B",36.83
"4159",1673015342331480064,"HVR6B",35.81
"4160",1673015342367454464,"P29R0",29.99
"4161",1673015342368868864,"QGY3D",52.18
"4162",1673015342450319616,"JU3VN",27.48
"4163",1673015342521678848,"OA14Y",61.85
"4164",1673015342540850944,"OA14Y",63.59
"4165",1673015342609268480,"DG1L5",10.15
"4166",1673015342623276032,"OOOTO",69.71
"4167",1673015342632044032,"HVR6B",36.81
"4168",1673015342632061440,"HVR6B",35.82
"4169",1673015342652329472,"HVR6B",36.83
"4170",1673015342652346880,"HVR6B",35.81
"4171",1673015342703846912,"HVR6B",35.82
"4172",1673015342703865344,"HVR6B",36.81
"4173",1673015342712522752,"HVR6B",36.83
"4174",1673015342732504064,"HVR6B",35.81
"4175",1673015342772361216,"3GJEG",15.07
"4176",1673015342811835904,"Z5HII",48.73
"4177",1673015342812200704,"0M3Q9",11.63
"4178",1673015342812232192,"Z5HII",243.62
"4179",1673015342812316416,"SXUH7",61.54
"4180",1673015342812792064,"HVR6B",35.82
"4181",1673015343006572800,"SXUH7",61.51
"4182",1673015343008385536,"XKOBH",99.97
"4183",1673015343009100544,"QGY3D",36.53
"4184",1673015343009285120,"WOZ4H",41.98
"4185",1673015343009413632,"P29R0",29.92
"4186",1673015343009548800,"JU3VN",27.35
"4187",1673015343010010880,"WOZ4H",41.96
"4188",1673015343010103296,"P29R0",74.79
"4189",1673015343010181632,"P29R0",29.92
"4190",1673015343017027584,"XKOBH",99.95
"4191",1673015343070597120,"NQGAH",73.95
"4192",1673015343070621184,"D30SM",100.17
"4193",1673015343085874688,"NQGAH",75.95
"4194",1673015343085890560,"OA14Y",63.56
"4195",1673015343085896960,"D30SM",102.68
"4196",1673015343085911552,"OOOTO",71.56
"4197",1.673015343086e+18,"OOOTO",69.73
"4198",1673015343086012928,"OA14Y",61.88
"4199",1673015343140470784,"OOOTO",71.51
"4200",1673015343140497664,"OA14Y",63.54
"4201",1673015343173297920,"D30SM",100.32
"4202",1673015343173318400,"D30SM",102.54
"4203",1673015343173501696,"NQGAH",74.05
"4204",1673015343173536768,"NQGAH",75.83
"4205",1673015343419490560,"1H2XW",133.54
"4206",1673015343493857536,"1H2XW",133.58
"4207",1673015343522059520,"XKOBH",99.97
"4208",1673015343722684928,"XKOBH",99.95
"4209",1673015343982880256,"OOOTO",69.76
"4210",1673015343991126016,"OOOTO",71.54
"4211",1673015344003012608,"OOOTO",69.73
"4212",1673015344042461440,"DG1L5",9.85
"4213",1673015344071479296,"NQGAH",74.07
"4214",1673015344071485952,"D30SM",100.34
"4215",1673015344071573760,"OOOTO",69.76
"4216",1673015344071910400,"OA14Y",61.9
"4217",1673015344157363456,"XKOBH",99.97
"4218",1673015344195665920,"X0W9B",115.12
"4219",1673015344196342272,"0M3Q9",11.62
"4220",1673015344196738816,"OA14Y",61.88
"4221",1673015344204614656,"NQGAH",75.8
"4222",1673015344286899712,"OOOTO",71.51
"4223",1673015344306311936,"JU3VN",27.48
"4224",1673015344307798528,"OOOTO",71.54
"4225",1673015344364438016,"OA14Y",61.9
"4226",1673015344366228992,"D30SM",102.51
"4227",1673015344366238720,"OOOTO",71.51
"4228",1673015344376636160,"JU3VN",90.28
"4229",1673015344388614400,"J7U99",1.57
"4230",1673015344388621312,"5O7XM",1.53
"4231",1673015344388627200,"5O7XM",1.53
"4232",1673015344388636416,"J7U99",1.57
"4233",1673015344388673280,"5O7XM",1.45
"4234",1673015344388681984,"J7U99",1.49
"4235",1673015344388718336,"5O7XM",1.45
"4236",1673015344388726272,"J7U99",1.48
"4237",1673015344396139264,"X0W9B",115.15
"4238",1673015344396838656,"0M3Q9",11.63
"4239",1673015344456403456,"X0W9B",115.12
"4240",1673015344456422656,"J7U99",1.49
"4241",1673015344456434944,"J7U99",1.56
"4242",1673015344456545792,"J7U99",1.49
"4243",1673015344456557056,"J7U99",1.56
"4244",1673015344457017344,"0M3Q9",11.62
"4245",1673015344457230080,"5O7XM",1.45
"4246",1673015344457264128,"5O7XM",1.53
"4247",1673015344457354240,"5O7XM",1.46
"4248",1673015344457364736,"5O7XM",1.52
"4249",1673015344460059136,"XKOBH",99.95
"4250",1673015344461319424,"OOOTO",71.54
"4251",1673015344510753024,"XKOBH",99.97
"4252",1673015344516494336,"XKOBH",99.95
"4253",1673015344522398208,"NQGAH",75.78
"4254",1673015344522428416,"D30SM",102.49
"4255",1673015344522445056,"OOOTO",71.51
"4256",1673015344527607808,"NQGAH",75.8
"4257",1673015344527621632,"D30SM",102.51
"4258",1673015344527635968,"OOOTO",71.54
"4259",1673015344551656448,"GIJQX",66.26
"4260",1673015344557183488,"0M3Q9",11.63
"4261",1673015344557280000,"9S971",124.15
"4262",1673015344578088448,"OOOTO",71.51
"4263",1673015344583326464,"XKOBH",99.97
"4264",1673015344586478336,"XKOBH",99.95
"4265",1673015344605589760,"GIJQX",66.25
"4266",1673015344646676480,"XKOBH",99.97
"4267",1673015344676903680,"X0W9B",115.15
"4268",1673015344677660416,"9S971",124.11
"4269",1673015344682484736,"DG1L5",9.87
"4270",1673015344696946944,"X0W9B",115.12
"4271",1673015344697626880,"0M3Q9",11.62
"4272",1673015344747024640,"DG1L5",10.16
"4273",1673015344747031040,"OOOTO",71.54
"4274",1673015345098130432,"X0W9B",115.15
"4275",1673015345098813952,"0M3Q9",11.63
"4276",1673015345101406464,"OA14Y",61.88
"4277",1673015345101411840,"OOOTO",69.73
"4278",1673015345101427200,"OOOTO",71.51
"4279",1673015345143500544,"XKOBH",99.95
"4280",1673015345160365056,"NQGAH",74.1
"4281",1673015345160392960,"D30SM",100.37
"4282",1673015345219377920,"XKOBH",99.97
"4283",1673015345246617600,"OOOTO",69.76
"4284",1673015345268162560,"OOOTO",69.73
"4285",1673015345273858816,"OA14Y",61.9
"4286",1673015345307087616,"5O7XM",1.45
"4287",1673015345307098880,"5O7XM",1.45
"4288",1673015345307138048,"J7U99",1.57
"4289",1673015345307174400,"J7U99",1.57
"4290",1673015345307180032,"5O7XM",1.53
"4291",1673015345307190784,"J7U99",1.48
"4292",1673015345307199488,"5O7XM",1.52
"4293",1673015345307207936,"J7U99",1.49
"4294",1673015345309361152,"OA14Y",63.51
"4295",1673015345320013312,"OOOTO",69.76
"4296",1673015345326155520,"HVR6B",36.84
"4297",1673015345326165760,"OA14Y",63.54
"4298",1673015345358992384,"J7U99",1.49
"4299",1673015345359011584,"J7U99",1.56
"4300",1673015345359111680,"J7U99",1.48
"4301",1673015345359139840,"J7U99",1.57
"4302",1673015345359706112,"5O7XM",1.45
"4303",1673015345359771136,"5O7XM",1.46
"4304",1673015345367238400,"DG1L5",10.16
"4305",1673015345371724288,"D30SM",100.39
"4306",1673015345371728384,"NQGAH",75.78
"4307",1673015345371744768,"D30SM",102.49
"4308",1673015345391881984,"HVR6B",36.81
"4309",1673015345391931136,"OA14Y",63.51
"4310",1673015345433131264,"OA14Y",63.54
"4311",1673015345466426368,"1H2XW",133.54
"4312",1673015345469795328,"NQGAH",74.12
"4313",1673015345479267328,"X0W9B",115.12
"4314",1673015345480024064,"9S971",124.15
"4315",1673015345489301760,"XKOBH",99.95
"4316",1673015345489567744,"D30SM",102.46
"4317",1673015345489582336,"OA14Y",63.51
"4318",1673015345489619200,"NQGAH",75.76
"4319",1673015345495461120,"OA14Y",63.54
